Experiment_number,Participant_num,Female_0_Male_1,Task,tanned_fair_skin_face,face_number,H,S,V,R,G,B,L*,a*,b*,cold_hue_>90<270_chosen_1,time_ms
Experiment_1,21,0,hue vs brightness,tanned,11,40,1,0.47,119,79,0,36.95547799,10.92108283,45.73188113,0,1691
Experiment_1,21,0,hue vs brightness,fair,5,322,1,0.47,119,0,75,25.04471214,49.94325116,-9.52019355,0,1714
Experiment_1,21,0,hue vs brightness,fair,6,162,1,0.32,0,81,57,29.86278255,-28.51942702,8.081068794,1,1905
Experiment_1,21,0,hue vs brightness,fair,1,289,1,0.64,133,0,163,33.20203175,65.62179293,-52.51761466,0,3248
Experiment_1,21,0,hue vs brightness,tanned,12,226,1,0.42,0,24,107,13.91320045,28.73500618,-49.57184459,1,1493
Experiment_1,22,0,hue vs brightness,fair,1,310,1,0.98,249,0,208,56.77585535,91.15112193,-40.10014294,0,85146
Experiment_1,22,0,hue vs brightness,fair,6,63,1,0.88,213,224,0,85.73442801,-24.14884367,84.66212588,0,26924
Experiment_1,22,0,hue vs brightness,tanned,11,47,1,0.72,183,143,0,61.40510377,4.316562112,65.94503135,0,15668
Experiment_1,22,0,hue vs brightness,tanned,7,51,1,0.74,188,160,0,66.39210943,-2.620322556,69.67566547,0,16027
Experiment_1,22,0,hue vs brightness,tanned,8,35,1,0.74,188,110,0,53.86026909,24.75848077,61.21098566,0,26096
Experiment_1,22,0,hue vs brightness,tanned,10,41,1,0.85,216,148,0,66.35051738,16.29660809,71.06162632,0,11119
Experiment_1,22,0,hue vs brightness,tanned,9,62,1,0.75,184,191,0,74.47793474,-20.36728753,75.36300287,0,13717
Experiment_1,22,0,hue vs brightness,fair,5,306,1,0.95,242,0,218,56.02686967,91.20041216,-47.06553929,0,14266
Experiment_1,22,0,hue vs brightness,fair,4,61,1,0.91,228,232,0,89.02032282,-21.73624774,87.59451181,0,15738
Experiment_1,22,0,hue vs brightness,fair,3,315,1,0.91,232,0,174,52.07583379,84.11096664,-27.97194703,0,15139
Experiment_1,22,0,hue vs brightness,fair,2,38,1,0.72,183,116,0,54.61417952,19.2595898,61.37086713,0,24577
Experiment_1,22,0,hue vs brightness,tanned,12,46,1,0.66,168,129,0,56.1131608,5.191222469,61.523333,0,13013
Experiment_1,22,0,hue vs saturation,tanned,9,49,0.36,1,255,238,163,93.90612801,-4.765783625,38.41391625,0,15502
Experiment_1,22,0,hue vs saturation,tanned,7,34,0.81,1,255,165,48,75.06627739,24.70592703,69.17135757,0,14505
Experiment_1,22,0,hue vs saturation,fair,2,29,0.4,1,255,202,153,84.89479178,12.54177666,31.62013353,0,7409
Experiment_1,22,0,hue vs saturation,tanned,8,36,0.95,1,255,158,12,73.37667865,27.67481333,76.51765894,0,4168
Experiment_1,22,0,hue vs saturation,fair,6,31,0.44,1,255,200,142,84.23658147,12.43951178,36.43972882,0,4617
Experiment_1,22,0,hue vs saturation,tanned,11,38,0.93,1,255,168,17,75.64113659,22.51791924,77.38743272,0,9951
Experiment_1,22,0,hue vs saturation,fair,4,29,0.34,1,255,210,168,87.08523821,10.09423109,26.76399483,0,5533
Experiment_1,22,0,hue vs saturation,tanned,12,39,0.58,1,255,203,107,84.50094885,7.885760966,54.12559995,0,11485
Experiment_1,22,0,hue vs saturation,fair,1,33,0.48,1,255,199,132,83.84733181,12.00277728,41.0474882,0,7770
Experiment_1,22,0,hue vs saturation,tanned,10,32,0.55,1,255,189,114,81.22013953,15.68369668,46.82491389,0,9271
Experiment_1,22,0,hue vs saturation,fair,5,27,0.31,1,255,211,175,87.45763659,10.42882342,23.62186241,0,4703
Experiment_1,22,0,hue vs saturation,fair,3,21,0.3,1,255,205,178,86.0749047,13.92358186,20.13945854,0,8892
Experiment_1,23,1,hue vs brightness,tanned,12,276,1,0.48,73,0,122,19.31481144,49.70764808,-50.13831246,0,27468
Experiment_1,23,1,hue vs brightness,fair,5,312,1,0.1,25,0,20,2.32308584,11.5816678,-5.773584614,0,94678
Experiment_1,23,1,hue vs brightness,tanned,8,302,1,0.79,201,0,194,47.38190181,81.12823545,-47.45621806,0,6337
Experiment_1,23,1,hue vs brightness,fair,2,216,1,0.41,0,41,104,18.30029941,15.13131858,-40.39864391,1,14529
Experiment_1,23,1,hue vs brightness,fair,3,282,1,0.51,91,0,130,23.12118021,53.59049927,-48.8679629,0,17086
Experiment_1,23,1,hue vs brightness,tanned,10,304,1,0.85,216,0,202,50.52676854,84.72735992,-46.92334035,0,31689
Experiment_1,23,1,hue vs brightness,fair,6,288,1,0.13,26,0,33,2.97560203,15.87001057,-14.85775375,0,9856
Experiment_1,23,1,hue vs brightness,tanned,11,60,1,0.87,221,221,0,85.54687952,-19.34743807,84.80245914,0,23313
Experiment_1,23,1,hue vs brightness,fair,4,275,1,0.17,25,0,43,3.4423662,19.44691676,-21.88468648,0,6299
Experiment_1,23,1,hue vs brightness,tanned,9,279,1,0.59,97,0,150,25.99082733,58.42025075,-56.60571736,0,5906
Experiment_1,23,1,hue vs brightness,tanned,7,300,1,0.97,247,0,247,58.49884775,95.90975421,-59.39119704,0,50914
Experiment_1,23,1,hue vs brightness,fair,1,182,1,0.77,0,189,196,69.73983733,-36.23758331,-14.79522997,1,8023
Experiment_1,23,1,hue vs saturation,tanned,11,314,0.31,1,255,175,236,80.72548619,38.26105506,-18.65461706,0,20763
Experiment_1,23,1,hue vs saturation,fair,4,180,0.3,1,178,255,255,95.24718239,-23.36166826,-7.547225351,1,6583
Experiment_1,23,1,hue vs saturation,fair,3,227,0.94,1,15,67,255,40.14049592,56.66469134,-94.80363125,1,47158
Experiment_1,23,1,hue vs saturation,fair,5,183,0.39,1,155,250,255,92.82136243,-26.84669542,-11.26552064,1,6378
Experiment_1,23,1,hue vs saturation,tanned,10,36,0.31,1,255,223,175,90.38164478,4.245768794,27.61586521,0,9819
Experiment_1,23,1,hue vs saturation,tanned,7,25,0.35,1,255,202,165,85.10732616,13.89534349,25.64195705,0,7015
Experiment_1,23,1,hue vs saturation,fair,1,184,0.37,1,160,248,255,92.49906232,-24.64870681,-11.72196087,1,4984
Experiment_1,23,1,hue vs saturation,tanned,9,322,0.08,1,255,234,247,94.6622883,9.31676819,-3.702774403,0,3816
Experiment_1,23,1,hue vs saturation,fair,2,312,0.41,1,255,150,234,75.45954275,50.76109783,-25.57419656,0,7589
Experiment_1,23,1,hue vs saturation,fair,6,203,0.64,1,91,192,255,74.28141384,-10.69662326,-39.73826957,1,6718
Experiment_1,23,1,hue vs saturation,tanned,12,13,0.4,1,255,175,153,78.58975458,26.66146641,23.12203877,0,11112
Experiment_1,23,1,hue vs saturation,tanned,8,345,0.01,1,255,252,253,99.21073573,1.170393595,-0.136964761,0,16344
Experiment_1,24,1,hue vs brightness,fair,6,87,1,0.14,19,35,0,11.55590864,-14.200251,16.87860561,0,26951
Experiment_1,24,1,hue vs brightness,fair,3,64,1,0.42,99,107,0,43.01535491,-15.20249547,49.03900232,0,4216
Experiment_1,24,1,hue vs brightness,tanned,9,202,1,0.41,0,66,104,26.43611998,-2.746792709,-27.31433229,1,9858
Experiment_1,24,1,hue vs brightness,tanned,10,175,1,0.36,0,91,84,34.23622859,-25.018746,-2.628944591,1,3779
Experiment_1,24,1,hue vs brightness,fair,4,48,1,0.51,130,104,0,45.14611018,1.476151289,51.95195445,0,6568
Experiment_1,24,1,hue vs brightness,tanned,11,16,1,0.24,61,16,0,11.70699813,21.09221238,18.01282896,0,6454
Experiment_1,24,1,hue vs brightness,fair,5,58,1,0.51,130,125,0,51.16700297,-10.36679194,56.24703571,0,6480
Experiment_1,24,1,hue vs brightness,fair,1,336,1,0.26,66,0,26,10.79739772,31.85557253,3.137914106,0,5004
Experiment_1,24,1,hue vs brightness,tanned,12,180,1,0.41,0,104,104,39.41171025,-24.8717365,-7.313697556,1,5349
Experiment_1,24,1,hue vs brightness,tanned,8,34,1,0.66,168,95,0,47.63564155,24.29166922,55.91336527,0,5464
Experiment_1,24,1,hue vs brightness,tanned,7,61,1,0.24,60,61,0,24.63357492,-8.289465521,33.268038,0,2129
Experiment_1,24,1,hue vs brightness,fair,2,216,1,0.66,0,67,168,31.44323719,24.03160304,-58.87426339,1,10414
Experiment_1,24,1,hue vs saturation,tanned,9,130,0.41,1,150,255,167,92.03996884,-48.24487726,32.76264442,1,4117
Experiment_1,24,1,hue vs saturation,fair,3,253,0.5,1,155,127,255,61.10443505,39.69656538,-60.30208371,1,3029
Experiment_1,24,1,hue vs saturation,tanned,7,17,0.36,1,255,189,163,82.00073033,20.45492113,22.4506126,0,13247
Experiment_1,24,1,hue vs saturation,tanned,12,148,0.42,1,147,255,197,92.46629092,-43.7442839,18.13210631,1,2175
Experiment_1,24,1,hue vs saturation,fair,2,209,0.42,1,147,203,255,79.69054205,-4.997532219,-31.17680214,1,3096
Experiment_1,24,1,hue vs saturation,tanned,8,354,0.68,1,255,81,98,59.91285355,66.45073677,28.70408704,0,6623
Experiment_1,24,1,hue vs saturation,fair,1,217,0.42,1,147,188,255,75.69299336,3.125764007,-37.3509445,1,4533
Experiment_1,24,1,hue vs saturation,tanned,11,18,0.66,1,255,137,86,69.34342413,40.72599705,46.78567224,0,6979
Experiment_1,24,1,hue vs saturation,fair,4,41,0.9,1,255,182,25,78.9178902,15.31873036,78.40980994,0,4458
Experiment_1,24,1,hue vs saturation,fair,5,152,0.42,1,147,255,205,92.63256792,-42.17540625,14.2647628,1,4017
Experiment_1,24,1,hue vs saturation,fair,6,155,0.69,1,79,255,181,90.09951464,-61.02870425,22.69784611,1,2610
Experiment_1,24,1,hue vs saturation,tanned,10,19,0.63,1,255,145,94,71.09026605,37.15060342,44.7383328,0,5440
Experiment_1,25,0,hue vs saturation,tanned,9,51,0.6,1,255,232,102,91.65458165,-7.193067121,64.50038492,0,26498
Experiment_1,25,0,hue vs saturation,tanned,7,333,0.57,1,255,109,175,65.97570324,61.91048788,-7.08392183,0,14702
Experiment_1,25,0,hue vs saturation,tanned,8,5,0.89,1,255,46,28,55.3777987,74.46014876,60.33676292,0,16305
Experiment_1,25,0,hue vs saturation,tanned,10,235,0.62,1,96,110,255,52.79445545,37.93686514,-73.9200113,1,12788
Experiment_1,25,0,hue vs saturation,fair,6,235,0.47,1,135,145,255,63.85341521,24.68569467,-56.00763972,1,10017
Experiment_1,25,0,hue vs saturation,fair,4,198,0.55,1,114,212,255,80.67446347,-17.05993244,-29.79229063,1,15482
Experiment_1,25,0,hue vs saturation,tanned,12,89,0.65,1,174,255,89,92.23835576,-49.84090597,68.84695977,0,8114
Experiment_1,25,0,hue vs saturation,tanned,11,276,0.44,1,210,142,255,69.65973276,45.66168623,-46.40420975,0,4698
Experiment_1,25,0,hue vs saturation,fair,5,205,0.37,1,160,215,255,83.59706871,-8.026912964,-25.13706038,1,7441
Experiment_1,25,0,hue vs saturation,fair,2,65,0.63,1,241,255,94,96.42195312,-24.48614299,72.58848756,0,14216
Experiment_1,25,0,hue vs saturation,fair,3,233,0.42,1,147,160,255,68.43473436,18.86004298,-48.70151481,1,3850
Experiment_1,25,0,hue vs saturation,fair,1,251,0.51,1,148,124,255,59.82653356,39.78470086,-62.38178143,1,18395
Experiment_1,25,0,hue vs brightness,fair,5,165,1,0.83,0,211,158,75.48687019,-55.94019615,14.18221169,1,12743
Experiment_1,25,0,hue vs brightness,tanned,7,337,1,0.51,130,0,49,26.64219362,50.33885425,10.85034325,0,5133
Experiment_1,25,0,hue vs brightness,tanned,12,156,1,0.73,0,186,111,66.72229587,-57.05929175,27.14053904,1,6959
Experiment_1,25,0,hue vs brightness,tanned,8,58,1,0.72,183,177,0,70.53285042,-13.75089196,72.43887567,0,9833
Experiment_1,25,0,hue vs brightness,tanned,11,77,1,0.36,65,91,0,35.21433913,-22.54233338,42.02137484,0,4259
Experiment_1,25,0,hue vs brightness,tanned,10,14,1,0.81,206,48,0,45.95536907,59.63669051,58.41559671,0,10814
Experiment_1,25,0,hue vs brightness,fair,4,166,1,0.85,0,216,166,77.19998834,-55.93401096,12.34569705,1,5269
Experiment_1,25,0,hue vs brightness,fair,1,338,1,0.59,150,0,55,31.25386635,55.68830762,13.78926024,0,15969
Experiment_1,25,0,hue vs brightness,tanned,9,61,1,0.5,125,127,0,51.31161469,-13.79005715,56.15159831,0,8902
Experiment_1,25,0,hue vs brightness,fair,3,259,1,0.48,38,0,122,14.49717934,46.87599642,-58.26311925,1,13496
Experiment_1,25,0,hue vs brightness,fair,2,195,1,0.3,0,57,76,21.75572624,-8.91525368,-16.36430896,1,30845
Experiment_1,25,0,hue vs brightness,fair,6,189,1,0.74,0,160,188,60.58027931,-24.73888113,-24.28539158,1,4099
Experiment_1,26,0,hue vs saturation,tanned,12,353,0.23,1,255,196,203,84.51034569,22.05092357,4.655201633,0,39721
Experiment_1,26,0,hue vs saturation,fair,4,218,0.5,1,127,174,255,70.8737668,6.195994487,-44.95045257,1,16845
Experiment_1,26,0,hue vs saturation,fair,6,202,0.76,1,61,183,255,70.92540208,-9.898872027,-45.04184014,1,22276
Experiment_1,26,0,hue vs saturation,tanned,8,29,0.55,1,255,182,114,79.57442017,19.34134537,44.81536172,0,13181
Experiment_1,26,0,hue vs saturation,fair,3,30,0.39,1,255,205,155,85.64978083,11.20064402,31.58727447,0,234
Experiment_1,26,0,hue vs saturation,tanned,11,338,0.36,1,255,163,196,76.94471859,38.30739951,-2.585616144,0,9655
Experiment_1,26,0,hue vs saturation,fair,2,214,0.75,1,63,146,255,60.63531551,11.53460542,-61.34661843,1,4152
Experiment_1,26,0,hue vs saturation,fair,5,203,0.71,1,73,185,255,71.78134327,-9.552325459,-43.68012682,1,5490
Experiment_1,26,0,hue vs saturation,fair,1,258,0.87,1,99,33,255,39.51362908,75.59879648,-95.71337363,1,12291
Experiment_1,26,0,hue vs saturation,tanned,9,37,0.71,1,255,185,73,79.86299597,15.21817882,64.22583856,0,5746
Experiment_1,26,0,hue vs saturation,tanned,7,148,0.52,1,122,255,184,91.28777635,-52.36415306,22.98815897,1,15281
Experiment_1,26,0,hue vs saturation,tanned,10,333,0.23,1,255,196,222,85.00344668,24.95663039,-4.764473567,0,7430
Experiment_1,26,0,hue vs brightness,fair,5,249,1,0.49,18,0,124,13.13139226,46.70603198,-61.86709786,1,10608
Experiment_1,26,0,hue vs brightness,tanned,11,351,1,0.49,124,0,18,24.72981549,47.34450453,28.84989422,0,5272
Experiment_1,26,0,hue vs brightness,fair,1,213,1,0.67,0,76,170,34.13065164,18.69773011,-55.68803995,1,20458
Experiment_1,26,0,hue vs brightness,tanned,10,30,1,0.33,84,42,0,22.09104914,16.48316273,31.69304804,0,9986
Experiment_1,26,0,hue vs brightness,fair,2,220,1,0.23,0,19,58,6.966487058,10.44327244,-27.43438164,1,5277
Experiment_1,26,0,hue vs brightness,tanned,9,182,1,0.16,0,39,40,13.25596122,-12.71400261,-4.512341815,1,10371
Experiment_1,26,0,hue vs brightness,fair,4,196,1,0.33,0,61,84,23.59718459,-8.074797062,-18.79523667,1,8268
Experiment_1,26,0,hue vs brightness,tanned,8,350,1,0.27,68,0,11,10.94349068,31.44922016,12.72258145,0,6663
Experiment_1,26,0,hue vs brightness,fair,6,202,1,0.69,0,111,175,44.89117719,-2.08681346,-41.34136808,1,8947
Experiment_1,26,0,hue vs brightness,tanned,12,225,1,0.45,0,28,114,15.72378385,28.85019437,-51.13407765,1,5407
Experiment_1,26,0,hue vs brightness,fair,3,208,1,0.41,0,55,104,22.7643788,4.849089678,-33.17207899,1,6333
Experiment_1,26,0,hue vs brightness,tanned,7,27,1,0.3,76,34,0,18.71625477,17.53519592,27.54697846,0,3092
Experiment_1,27,0,hue vs saturation,fair,4,243,0.65,1,97,89,255,48.14155888,50.38421445,-81.50326964,1,27903
Experiment_1,27,0,hue vs saturation,tanned,12,332,0.53,1,255,119,182,67.89591018,58.24442785,-8.189736379,0,30024
Experiment_1,27,0,hue vs saturation,fair,1,344,0.9,1,255,25,86,54.68619261,79.94883829,29.03292343,0,58588
Experiment_1,27,0,hue vs saturation,tanned,10,336,0.93,1,255,17,112,54.89757491,82.26339653,13.70948487,0,35164
Experiment_1,27,0,hue vs saturation,tanned,7,120,0.91,1,22,255,22,87.84739313,-85.0668306,81.33338639,1,52997
Experiment_1,27,0,hue vs saturation,fair,5,11,0.86,1,255,75,35,58.42748173,66.15558657,59.86712352,0,46953
Experiment_1,27,0,hue vs saturation,fair,3,358,0.62,1,255,96,102,62.15577267,60.79871274,29.31395151,0,53029
Experiment_1,27,0,hue vs saturation,fair,2,53,0.82,1,255,230,45,90.7995629,-8.787036832,83.53798816,0,20349
Experiment_1,27,0,hue vs saturation,tanned,11,352,0.78,1,255,56,82,56.77952876,73.60314323,33.9966502,0,16743
Experiment_1,27,0,hue vs saturation,tanned,9,323,0.8,1,255,50,176,58.67302961,82.34406817,-18.64093515,0,25628
Experiment_1,27,0,hue vs saturation,tanned,8,29,0.82,1,255,146,45,70.87590437,34.45413049,66.54397964,0,11669
Experiment_1,27,0,hue vs saturation,fair,6,40,0.81,1,255,186,48,79.94911789,13.7474962,73.44655999,0,35363
Experiment_1,27,0,hue vs brightness,fair,1,17,1,0.75,191,54,0,43.82096576,52.8458532,55.78556031,0,37106
Experiment_1,27,0,hue vs brightness,tanned,8,16,1,0.79,201,53,0,45.58445671,56.4414614,57.69143577,0,8506
Experiment_1,27,0,hue vs brightness,fair,5,338,1,0.8,204,0,74,43.25896376,69.72106748,19.55636376,0,18283
Experiment_1,27,0,hue vs brightness,tanned,12,334,1,0.82,209,0,90,44.65093017,71.81963166,11.56762924,0,6448
Experiment_1,27,0,hue vs brightness,tanned,11,26,1,0.73,186,80,0,47.20510693,39.67553152,57.06357371,0,47774
Experiment_1,27,0,hue vs brightness,fair,3,19,1,0.75,191,60,0,44.67155721,50.52108295,56.1957014,0,30739
Experiment_1,27,0,hue vs brightness,fair,2,221,1,0.71,0,57,181,30.06517924,35.93048759,-68.89650581,1,18250
Experiment_1,27,0,hue vs brightness,fair,4,52,1,0.62,158,137,0,57.23139237,-3.866241079,61.8221485,0,10010
Experiment_1,27,0,hue vs brightness,tanned,7,306,1,0.48,122,0,110,27.47228434,55.09827734,-28.79037703,0,27105
Experiment_1,27,0,hue vs brightness,tanned,10,136,1,0.63,0,160,42,57.37504592,-58.73095612,48.78272954,1,22065
Experiment_1,27,0,hue vs brightness,tanned,9,279,1,0.53,87,0,135,22.91494263,54.12383009,-52.38262338,0,17331
Experiment_1,27,0,hue vs brightness,fair,6,344,1,0.79,201,0,53,42.26872165,68.04343865,31.25792584,0,7251
Experiment_1,28,0,hue vs brightness,tanned,9,292,1,0.65,143,0,165,35.11548839,67.43901669,-50.54147672,0,12884
Experiment_1,28,0,hue vs brightness,tanned,11,153,1,0.76,0,193,106,68.88183899,-60.41065428,32.55246408,1,15694
Experiment_1,28,0,hue vs brightness,fair,5,301,1,0.93,237,0,233,55.9751986,92.3994975,-55.68529503,0,20030
Experiment_1,28,0,hue vs brightness,tanned,7,54,1,0.83,211,190,0,76.48220594,-8.133136166,77.85211315,0,11403
Experiment_1,28,0,hue vs brightness,tanned,10,6,1,0.57,145,14,0,30.23950605,50.36321338,43.57185773,0,7814
Experiment_1,28,0,hue vs brightness,fair,4,316,1,0.89,226,0,166,50.59573652,82.08806718,-25.63558894,0,20965
Experiment_1,28,0,hue vs brightness,fair,1,234,1,0.85,0,21,216,28.09873286,65.28786865,-92.67921499,1,14077
Experiment_1,28,0,hue vs brightness,tanned,8,30,1,0.89,226,113,0,59.86976646,38.94085275,67.6072452,0,6820
Experiment_1,28,0,hue vs brightness,fair,6,340,1,0.62,158,0,52,32.95610177,57.49424825,18.34547944,0,11292
Experiment_1,28,0,hue vs brightness,tanned,12,201,1,0.69,0,114,175,45.81143016,-3.918531247,-39.88153326,1,11699
Experiment_1,28,0,hue vs brightness,fair,3,145,1,0.57,0,145,60,52.48345137,-51.96147346,35.47556551,1,13314
Experiment_1,28,0,hue vs brightness,fair,2,173,1,0.07,0,17,15,3.932817865,-5.208551966,-0.669443809,1,24660
Experiment_1,28,0,hue vs saturation,fair,3,344,0.31,1,255,175,197,79.58601567,32.19920919,0.734624915,0,18818
Experiment_1,28,0,hue vs saturation,fair,4,298,0.58,1,250,107,255,68.06435903,72.98535994,-48.58721875,0,5265
Experiment_1,28,0,hue vs saturation,tanned,11,5,0.59,1,255,117,104,65.73469227,51.59144663,32.78933907,0,5640
Experiment_1,28,0,hue vs saturation,tanned,9,63,0.52,1,248,255,122,97.1795295,-19.7562426,61.84725289,0,7133
Experiment_1,28,0,hue vs saturation,tanned,12,246,0.48,1,144,132,255,61.35263441,34.28782101,-59.95694355,1,4443
Experiment_1,28,0,hue vs saturation,tanned,7,348,0.72,1,255,71,108,58.83447183,70.56917015,21.46854184,0,26216
Experiment_1,28,0,hue vs saturation,fair,5,106,0.62,1,133,255,96,90.48295741,-62.07042824,63.63891816,1,12992
Experiment_1,28,0,hue vs saturation,fair,1,11,0.49,1,255,152,130,73.10746297,36.32021096,28.15295293,0,12443
Experiment_1,28,0,hue vs saturation,tanned,8,242,0.61,1,104,99,255,50.78852957,45.68312011,-77.16026187,1,5241
Experiment_1,28,0,hue vs saturation,fair,2,297,0.25,1,251,191,255,84.47901224,31.92664287,-23.16895484,0,7296
Experiment_1,28,0,hue vs saturation,tanned,10,59,0.75,1,255,251,63,96.25056751,-18.46861042,83.45807506,0,12333
Experiment_1,28,0,hue vs saturation,fair,6,8,0.72,1,255,95,71,61.56728183,59.55283466,45.71113901,0,5265
Experiment_1,29,0,hue vs saturation,tanned,7,259,0.44,1,178,142,255,66.54358842,37.00831847,-51.5265123,1,6522
Experiment_1,29,0,hue vs saturation,fair,6,62,0.88,1,247,255,30,96.56953692,-24.50988174,90.90858631,0,5471
Experiment_1,29,0,hue vs saturation,tanned,8,305,0.76,1,255,61,238,62.31344551,87.37073045,-48.22679867,0,4312
Experiment_1,29,0,hue vs saturation,fair,1,248,0.83,1,71,43,255,38.3532833,70.42873407,-97.70559715,1,6076
Experiment_1,29,0,hue vs saturation,tanned,9,340,0.84,1,255,40,112,56.03512729,78.98045743,15.28515729,0,6034
Experiment_1,29,0,hue vs saturation,fair,4,357,0.81,1,255,48,58,55.76535632,74.68388138,46.36162131,0,5335
Experiment_1,29,0,hue vs saturation,fair,5,265,0.63,1,161,94,255,54.86829444,58.79380687,-70.30324958,1,4005
Experiment_1,29,0,hue vs saturation,fair,3,314,0.82,1,255,45,206,59.51924653,86.85351163,-34.5861324,0,4836
Experiment_1,29,0,hue vs saturation,tanned,12,243,0.82,1,56,45,255,37.73006956,68.83834325,-98.7664345,1,3436
Experiment_1,29,0,hue vs saturation,tanned,11,62,0.79,1,248,255,53,96.71126152,-23.552495,86.39191567,0,3634
Experiment_1,29,0,hue vs saturation,tanned,10,354,0.87,1,255,33,55,54.68244506,77.59796324,46.86308865,0,6774
Experiment_1,29,0,hue vs saturation,fair,2,238,0.69,1,79,84,255,45.93800831,50.99562325,-85.16046794,1,3804
Experiment_1,29,0,hue vs brightness,fair,6,127,1,0.54,0,137,16,49.40955184,-53.71074303,49.33903615,1,4174
Experiment_1,29,0,hue vs brightness,fair,5,256,1,0.74,50,0,188,24.66759318,63.79995351,-81.95115929,1,5749
Experiment_1,29,0,hue vs brightness,tanned,10,312,1,0.73,186,0,148,42.11919094,72.36704529,-28.61524329,0,7433
Experiment_1,29,0,hue vs brightness,tanned,7,187,1,0.69,0,155,175,58.5440788,-26.62055578,-20.06834416,1,4035
Experiment_1,29,0,hue vs brightness,fair,1,183,1,0.62,0,150,158,56.36835864,-29.78995504,-13.69525237,1,3182
Experiment_1,29,0,hue vs brightness,tanned,9,329,1,0.67,170,0,88,36.46242951,62.79211867,0.062507182,0,3417
Experiment_1,29,0,hue vs brightness,tanned,8,167,1,0.55,0,140,109,51.6788877,-39.92593631,7.613932158,1,6335
Experiment_1,29,0,hue vs brightness,tanned,12,207,1,0.58,0,81,147,33.96505811,5.646805817,-42.10783552,1,2848
Experiment_1,29,0,hue vs brightness,fair,4,207,1,0.58,0,81,147,33.96505811,5.646805817,-42.10783552,1,1979
Experiment_1,29,0,hue vs brightness,fair,3,79,1,0.47,81,119,0,45.55600316,-29.36233273,50.38563546,0,1978
Experiment_1,29,0,hue vs brightness,tanned,11,311,1,0.74,188,0,154,42.80007753,73.48836598,-31.1551934,0,3414
Experiment_1,29,0,hue vs brightness,fair,2,219,1,0.64,0,57,163,28.30219847,28.83829525,-61.01106132,1,2921
Experiment_1,30,0,hue vs brightness,fair,2,344,1,0.74,188,0,50,39.44820351,64.77318471,29.10170869,0,38330
Experiment_1,30,0,hue vs brightness,tanned,7,321,1,0.7,178,0,116,39.11498128,67.14589698,-13.63016399,0,5787
Experiment_1,30,0,hue vs brightness,fair,5,37,1,0.69,175,108,0,51.65478666,20.15077014,58.94368386,0,10118
Experiment_1,30,0,hue vs brightness,fair,4,288,1,0.61,124,0,155,31.00033837,62.8999895,-51.30265601,0,27126
Experiment_1,30,0,hue vs brightness,tanned,12,8,1,0.63,160,21,0,34.00352304,53.25274677,47.64392954,0,22805
Experiment_1,30,0,hue vs brightness,tanned,8,147,1,0.54,0,137,61,49.77177887,-49.13661091,31.71744899,1,10190
Experiment_1,30,0,hue vs brightness,fair,3,316,1,0.43,109,0,80,23.10262584,48.3133679,-16.06873045,0,9156
Experiment_1,30,0,hue vs brightness,tanned,10,181,1,0.54,0,135,137,50.84371571,-29.32500316,-9.881819744,1,11624
Experiment_1,30,0,hue vs brightness,tanned,11,174,1,0.61,0,155,139,57.37310433,-38.00890714,-1.351538117,1,13112
Experiment_1,30,0,hue vs brightness,fair,6,353,1,0.77,196,0,22,40.88632656,65.97011278,46.86835756,0,4994
Experiment_1,30,0,hue vs brightness,fair,1,269,1,0.75,92,0,191,29.505368,66.76273999,-75.56157246,1,9061
Experiment_1,30,0,hue vs brightness,tanned,9,335,1,0.62,158,0,65,33.24469049,58.26777825,10.15617303,0,5165
Experiment_1,30,0,hue vs saturation,tanned,11,259,0.57,1,155,109,255,57.19782729,49.69375141,-66.57286288,1,18142
Experiment_1,30,0,hue vs saturation,fair,1,352,0.57,1,255,109,129,64.78936825,57.19504066,17.44940399,0,4829
Experiment_1,30,0,hue vs saturation,tanned,8,313,0.57,1,255,109,223,67.66905366,68.34206278,-31.49800258,0,4304
Experiment_1,30,0,hue vs saturation,fair,6,250,0.6,1,127,102,255,53.20548201,47.911571,-73.15120129,1,10459
Experiment_1,30,0,hue vs saturation,fair,4,207,0.76,1,61,167,255,66.40479617,-0.978120524,-52.16436137,1,10020
Experiment_1,30,0,hue vs saturation,tanned,7,288,0.9,1,209,25,255,53.46070508,89.40752442,-72.28249358,0,5630
Experiment_1,30,0,hue vs saturation,tanned,9,3,0.51,1,255,131,124,68.71346216,46.38481785,25.59242148,0,15564
Experiment_1,30,0,hue vs saturation,fair,3,243,0.66,1,95,86,255,47.37662231,51.80340762,-82.76145602,1,10842
Experiment_1,30,0,hue vs saturation,fair,2,7,0.62,1,255,115,96,65.25204491,52.00441635,36.58613449,0,19485
Experiment_1,30,0,hue vs saturation,tanned,10,316,0.78,1,255,56,201,60.16364473,83.76072433,-30.73296006,0,6711
Experiment_1,30,0,hue vs saturation,fair,5,304,0.4,1,255,153,248,76.56971065,51.60929489,-31.47343108,0,7769
Experiment_1,30,0,hue vs saturation,tanned,12,244,0.9,1,40,25,255,34.73454971,75.06222125,-103.7757108,1,3500
Experiment_1,31,0,hue vs brightness,tanned,9,65,1,0.38,88,96,0,38.62159572,-14.4380883,45.36576591,0,29380
Experiment_1,31,0,hue vs brightness,fair,2,112,1,0.28,9,71,0,25.45632025,-32.70128249,33.07178667,1,27223
