Experiment_number,Participant_num,Female_0_Male_1,Task,tanned_fair_skin_face,face_number,H,S,V,R,G,B,L*,a*,b*,cold_hue_>90<270_chosen_1,time_ms
Experiment_2,38,0,hue vs saturation,fair,2,8,0.92,1,255,51,20,55.76411026,73.16542136,63.39512279,1,6346
Experiment_2,38,0,hue vs saturation,fair,3,353,0.87,1,255,33,59,54.72400628,77.71807295,44.71259019,0,3555
Experiment_2,38,0,hue vs saturation,fair,5,221,0.49,1,130,169,255,69.71225835,9.700293339,-46.76246848,0,4958
Experiment_2,38,0,hue vs saturation,tanned,7,126,0.33,1,170,255,179,93.15467199,-40.44915666,28.39415805,0,3723
Experiment_2,38,0,hue vs saturation,tanned,8,267,0.49,1,186,130,255,64.66330779,45.67823256,-54.45826301,1,11381
Experiment_2,38,0,hue vs saturation,tanned,10,275,0.68,1,182,81,255,55.12374334,69.01070445,-69.77126056,0,21783
Experiment_2,38,0,hue vs saturation,tanned,11,194,0.29,1,181,237,255,90.60261487,-13.64324125,-14.44415006,1,4096
Experiment_2,39,0,hue vs saturation,fair,1,356,0.39,1,255,155,162,74.38846784,38.07688016,12.38878589,1,34936
Experiment_2,39,0,hue vs saturation,fair,2,57,0.08,1,255,253,234,99.00592012,-2.524220955,9.315617464,1,16276
Experiment_2,39,0,hue vs saturation,fair,3,282,0.33,1,229,170,255,77.65453334,36.23956248,-33.80616585,0,17877
Experiment_2,39,0,hue vs saturation,fair,5,243,0.25,1,194,191,255,79.58588777,14.34231984,-31.08297943,0,30017
Experiment_2,39,0,hue vs saturation,tanned,7,251,0.34,1,184,168,255,73.16471835,24.13518024,-41.08941326,1,18005
Experiment_2,39,0,hue vs saturation,tanned,8,357,0.56,1,255,112,119,65.10539354,55.01204014,23.56205113,0,65921
Experiment_2,39,0,hue vs saturation,tanned,10,124,0.6,1,102,255,112,89.63350587,-68.04695092,55.58686993,1,25941
Experiment_2,39,0,hue vs saturation,tanned,11,20,0.39,1,255,188,155,81.61646261,20.07052101,26.17162485,1,30307
Experiment_2,40,1,hue vs saturation,fair,1,128,0.52,1,122,255,140,90.57463068,-59.7694385,43.90489412,0,4624
Experiment_2,40,1,hue vs saturation,fair,2,211,0.57,1,109,179,255,71.35865845,-0.368717387,-44.25226096,1,7340
Experiment_2,40,1,hue vs saturation,fair,3,4,0.98,1,255,21,5,53.82193433,78.47241336,66.21105149,1,9101
Experiment_2,40,1,hue vs saturation,fair,5,66,0.8,1,234,255,50,95.68175925,-29.27925528,85.84131478,1,24698
Experiment_2,40,1,hue vs saturation,tanned,7,10,0.79,1,255,87,53,60.188785,62.13557247,53.39565916,1,14938
Experiment_2,40,1,hue vs saturation,tanned,8,299,0.28,1,253,183,255,82.89726134,36.76371938,-25.55785724,1,5006
Experiment_2,40,1,hue vs saturation,tanned,10,85,0.9,1,159,255,25,91.21669459,-57.88616963,85.09507744,0,7831
Experiment_2,40,1,hue vs saturation,tanned,11,258,0.93,1,88,17,255,37.29047869,78.56837592,-99.43475515,1,4604
Experiment_2,41,1,hue vs saturation,fair,1,19,0.54,1,255,160,117,74.62642542,31.06914521,37.09197704,1,9797
Experiment_2,41,1,hue vs saturation,fair,2,37,0.49,1,255,207,130,85.75448719,7.676541482,44.45580804,1,4304
Experiment_2,41,1,hue vs saturation,fair,3,28,0.85,1,255,139,38,69.37339644,37.83964211,67.6522673,1,6912
Experiment_2,41,1,hue vs saturation,fair,5,281,0.33,1,228,170,255,77.557129,35.93747568,-33.96454032,0,10359
Experiment_2,41,1,hue vs saturation,tanned,7,104,0.73,1,118,255,68,89.76124078,-68.27486791,73.06278029,1,8409
Experiment_2,41,1,hue vs saturation,tanned,8,320,0.36,1,255,163,224,77.7781927,42.51811563,-16.61230446,1,9141
Experiment_2,41,1,hue vs saturation,tanned,10,327,0.74,1,255,66,170,59.94174122,77.48319684,-13.23941139,0,21680
Experiment_2,41,1,hue vs saturation,tanned,11,202,0.5,1,127,208,255,80.09164536,-12.29505949,-30.64199153,1,13454
Experiment_2,42,0,hue vs saturation,fair,1,21,0.31,1,255,203,175,85.53777753,14.58714893,20.97534837,1,28866
Experiment_2,42,0,hue vs saturation,fair,2,4,0.09,1,255,233,232,94.03975442,7.308059911,3.185148412,1,14081
Experiment_2,42,0,hue vs saturation,fair,3,50,0.16,1,255,248,214,97.32890489,-3.117618228,17.18179488,1,11636
Experiment_2,42,0,hue vs saturation,fair,5,34,0.31,1,255,220,175,89.64605295,5.784495611,26.61525863,1,26087
Experiment_2,42,0,hue vs saturation,tanned,7,33,0.46,1,255,202,137,84.64178921,10.91275721,39.52067565,1,16578
Experiment_2,42,0,hue vs saturation,tanned,8,31,0.54,1,255,188,117,81.02194709,16.44342612,45.08482381,1,16754
Experiment_2,42,0,hue vs saturation,tanned,10,20,0.4,1,255,187,153,81.34683671,20.37489938,26.86595837,1,9018
Experiment_2,42,0,hue vs saturation,tanned,11,39,0.57,1,255,204,109,84.76628353,7.514512676,53.48966991,0,21567
Experiment_2,43,0,hue vs saturation,fair,1,186,0.73,1,68,236,255,86.22591416,-35.84961778,-21.44245742,1,3185
Experiment_2,43,0,hue vs saturation,fair,2,67,0.4,1,243,255,153,97.17668409,-18.77029493,47.34982052,0,11815
Experiment_2,43,0,hue vs saturation,fair,3,243,0.91,1,34,22,255,34.26020605,75.69729235,-104.5732403,0,24992
Experiment_2,43,0,hue vs saturation,fair,5,199,0.69,1,79,199,255,75.90269036,-16.20965178,-37.24628739,1,6767
Experiment_2,43,0,hue vs saturation,tanned,7,276,0.58,1,195,107,255,61.07833381,59.79759239,-60.11292966,1,10335
Experiment_2,43,0,hue vs saturation,tanned,8,34,0.75,1,255,172,63,76.75401773,21.57292626,65.18489508,0,6562
Experiment_2,43,0,hue vs saturation,tanned,10,266,0.82,1,136,45,255,44.70394929,75.49955391,-87.00876266,1,7956
Experiment_2,43,0,hue vs saturation,tanned,11,290,0.85,1,218,38,255,55.59549703,88.61900178,-68.7595549,1,13942
Experiment_2,44,0,hue vs saturation,fair,1,16,0.32,1,255,195,173,83.60382571,18.51677819,19.3521968,1,35552
Experiment_2,44,0,hue vs saturation,fair,2,350,0.16,1,255,214,221,89.19287976,15.37510172,1.900611661,0,7617
Experiment_2,44,0,hue vs saturation,fair,3,155,0.15,1,216,255,239,96.9635691,-15.49850684,3.461101495,1,24972
Experiment_2,44,0,hue vs saturation,fair,5,343,0.1,1,255,229,236,93.16953069,10.02724098,-0.164702954,1,30990
Experiment_2,44,0,hue vs saturation,tanned,7,15,0.28,1,255,201,183,85.22654473,16.65642637,16.31512176,1,14785
Experiment_2,44,0,hue vs saturation,tanned,8,37,0.46,1,255,210,137,86.58288629,6.774951316,41.99736524,1,18188
Experiment_2,44,0,hue vs saturation,tanned,10,43,0.23,1,255,238,196,94.48080873,-0.652593422,22.43660906,0,19010
Experiment_2,44,0,hue vs saturation,tanned,11,249,0.17,1,218,211,255,86.36220747,10.87042132,-20.58376698,0,8773
Experiment_2,45,1,hue vs saturation,fair,1,289,0.56,1,228,112,255,65.98336571,65.38801039,-52.06464835,1,7496
Experiment_2,45,1,hue vs saturation,fair,2,88,0.49,1,196,255,130,93.82597599,-38.4678147,53.39897403,1,6131
Experiment_2,45,1,hue vs saturation,fair,3,41,0.92,1,255,180,20,78.4343331,16.29077933,78.92760885,1,24619
Experiment_2,45,1,hue vs saturation,fair,5,24,0.61,1,255,161,99,74.60400997,29.22244395,46.37101717,1,7807
Experiment_2,45,1,hue vs saturation,tanned,7,300,0.62,1,255,96,255,67.16113833,78.5855362,-49.96560942,0,5882
Experiment_2,45,1,hue vs saturation,tanned,8,261,0.45,1,180,140,255,66.2742822,38.64410176,-51.94084712,1,16544
Experiment_2,45,1,hue vs saturation,tanned,10,273,0.66,1,179,86,255,55.54230019,66.22307321,-69.11287142,1,7873
Experiment_2,45,1,hue vs saturation,tanned,11,357,0.46,1,255,137,143,70.27004624,45.16505628,17.14110065,0,13485
Experiment_2,46,0,hue vs saturation,fair,1,153,0.57,1,109,255,189,90.98273419,-54.16401216,19.95394725,1,11022
Experiment_2,46,0,hue vs saturation,fair,2,9,0.73,1,255,96,68,61.69138989,59.00861643,47.41840122,1,12823
Experiment_2,46,0,hue vs saturation,fair,3,51,0.67,1,255,229,84,90.75193073,-6.763588892,70.94369796,0,8305
Experiment_2,46,0,hue vs saturation,fair,5,130,0.75,1,63,255,95,88.63955795,-76.72746523,61.48680421,1,16212
Experiment_2,46,0,hue vs saturation,tanned,7,312,0.3,1,255,178,239,81.47417454,37.20309229,-19.13619741,1,36098
Experiment_2,46,0,hue vs saturation,tanned,8,272,0.94,1,143,15,255,43.36176827,82.84634581,-89.18884753,1,17209
Experiment_2,46,0,hue vs saturation,tanned,10,318,0.66,1,255,86,204,63.56969316,74.85924273,-27.17289661,1,12752
Experiment_2,46,0,hue vs saturation,tanned,11,353,0.68,1,255,81,101,59.96495222,66.63411464,27.04098474,0,22253
Experiment_2,47,1,hue vs saturation,fair,1,233,0.32,1,173,182,255,75.79847763,13.28592265,-37.05679158,1,12639
Experiment_2,47,1,hue vs saturation,fair,2,40,0.34,1,255,226,168,90.99843032,1.870935074,32.03888224,1,7006
Experiment_2,47,1,hue vs saturation,fair,3,272,0.25,1,225,191,255,82.10334785,23.74424943,-27.00513305,0,6753
Experiment_2,47,1,hue vs saturation,fair,5,265,0.26,1,216,188,255,80.61931484,22.5849179,-29.34475833,0,6098
Experiment_2,47,1,hue vs saturation,tanned,7,105,0.05,1,245,255,242,98.96350194,-5.558401548,5.059457773,1,10273
Experiment_2,47,1,hue vs saturation,tanned,8,315,0.25,1,255,191,239,84.35660444,30.39019845,-14.79581375,0,36583
Experiment_2,47,1,hue vs saturation,tanned,10,223,0.21,1,201,216,255,86.37972482,3.016475367,-20.67625592,0,5776
Experiment_2,47,1,hue vs saturation,tanned,11,148,0.09,1,232,255,242,98.06816203,-9.82658533,3.650344641,0,11991
Experiment_2,48,0,hue vs saturation,fair,1,211,0.45,1,140,195,255,77.17647504,-2.401664892,-35.08365474,0,4020
Experiment_2,48,0,hue vs saturation,fair,2,229,0.87,1,33,73,255,41.70216302,53.84148706,-92.2079658,1,12657
Experiment_2,48,0,hue vs saturation,fair,3,50,0.42,1,255,237,147,93.42224336,-5.961464683,45.70938961,0,6870
Experiment_2,48,0,hue vs saturation,fair,5,190,0.45,1,140,235,255,88.07058649,-23.08846256,-18.44909736,0,3299
Experiment_2,48,0,hue vs saturation,tanned,7,96,0.75,1,140,255,63,90.53031809,-62.47437485,75.66120476,0,9799
Experiment_2,48,0,hue vs saturation,tanned,8,204,0.8,1,50,173,255,67.86203992,-5.466333724,-49.87649747,1,24435
Experiment_2,48,0,hue vs saturation,tanned,10,350,0.67,1,255,84,112,60.57854736,66.24479709,21.48365042,1,7342
Experiment_2,48,0,hue vs saturation,tanned,11,32,0.69,1,255,172,79,76.87821045,22.3030484,58.5228871,0,16795
Experiment_2,49,0,hue vs saturation,fair,1,242,0.34,1,171,168,255,72.1503527,20.54277394,-42.74851337,0,4207
Experiment_2,49,0,hue vs saturation,fair,2,209,0.4,1,153,205,255,80.5465702,-4.558359058,-29.8345505,0,6282
Experiment_2,49,0,hue vs saturation,fair,3,245,0.37,1,168,160,255,69.95567627,24.24098292,-46.20410483,1,3382
Experiment_2,49,0,hue vs saturation,fair,5,296,0.31,1,249,175,255,80.74973159,39.70976513,-28.87626229,1,3275
Experiment_2,49,0,hue vs saturation,tanned,7,351,0.46,1,255,137,155,70.53724005,46.41560805,10.81976977,0,4627
Experiment_2,49,0,hue vs saturation,tanned,8,101,0.74,1,126,255,66,90.02111775,-66.28900761,74.05292154,1,4515
Experiment_2,49,0,hue vs saturation,tanned,10,0,0.69,1,255,79,79,59.35785732,66.16636892,38.81708603,1,9144
Experiment_2,49,0,hue vs saturation,tanned,11,290,0.53,1,232,119,255,67.70208836,63.13186569,-49.31558964,0,13054
Experiment_2,50,1,hue vs saturation,fair,1,181,0.88,1,30,251,255,90.08653422,-45.51228594,-15.66839245,0,33086
Experiment_2,50,1,hue vs saturation,fair,2,176,0.89,1,28,255,239,90.77938835,-51.79253739,-6.325367817,0,7916
Experiment_2,50,1,hue vs saturation,fair,3,181,0.97,1,7,250,255,89.69024648,-45.77704643,-16.27409604,0,9453
Experiment_2,50,1,hue vs saturation,fair,5,187,0.9,1,25,228,255,83.39683469,-35.31927153,-25.79019495,1,19919
Experiment_2,50,1,hue vs saturation,tanned,7,3,0.37,1,255,165,160,76.50199488,32.66722601,16.45187605,0,21145
Experiment_2,50,1,hue vs saturation,tanned,8,261,0.9,1,105,25,255,39.44289523,78.02872789,-95.81288267,0,10714
Experiment_2,50,1,hue vs saturation,tanned,10,186,0.88,1,30,232,255,84.59144479,-36.96044691,-23.96798336,0,9039
Experiment_2,50,1,hue vs saturation,tanned,11,220,0.96,1,10,91,255,45.31298792,42.32496075,-86.26813626,0,8837
Experiment_2,51,1,hue vs saturation,fair,1,178,0.67,1,84,255,249,91.79439554,-44.1834151,-9.92598431,0,1740
Experiment_2,51,1,hue vs saturation,fair,2,226,0.47,1,135,163,255,68.43519178,14.27243491,-48.75258799,0,7132
Experiment_2,51,1,hue vs saturation,fair,3,245,0.35,1,173,165,255,71.56481366,22.76988491,-43.65340797,1,3910
Experiment_2,51,1,hue vs saturation,fair,5,353,0.1,1,255,229,232,93.06905709,9.366763733,1.774575076,1,22040
Experiment_2,51,1,hue vs saturation,tanned,7,35,0.8,1,255,170,50,76.21617779,22.15759114,69.50631816,1,15451
Experiment_2,51,1,hue vs saturation,tanned,8,44,0.5,1,255,221,127,89.1607161,0.239375077,50.13486838,1,9197
Experiment_2,51,1,hue vs saturation,tanned,10,342,0.45,1,255,140,174,71.60391969,47.12326043,1.749264122,0,16023
Experiment_2,51,1,hue vs saturation,tanned,11,226,0.47,1,135,163,255,68.43519178,14.27243491,-48.75258799,0,9544
Experiment_2,52,0,hue vs saturation,fair,1,259,0.61,1,148,99,255,54.49033331,53.60213085,-70.97918836,1,7657
Experiment_2,52,0,hue vs saturation,fair,2,83,0.32,1,223,255,173,96.09006528,-23.72289127,35.86877457,1,16321
Experiment_2,52,0,hue vs saturation,fair,3,337,0.57,1,255,109,165,65.68156926,60.75839495,-1.830010421,0,5764
Experiment_2,52,0,hue vs saturation,fair,5,217,0.56,1,112,166,255,67.97429006,7.570480258,-49.56332124,1,25292
Experiment_2,52,0,hue vs saturation,tanned,7,323,0.72,1,255,71,184,60.98159447,77.50124444,-19.741729,0,16927
Experiment_2,52,0,hue vs saturation,tanned,8,210,0.95,1,12,133,255,56.16102918,15.96930402,-68.58915115,0,11758
Experiment_2,52,0,hue vs saturation,tanned,10,133,0.51,1,124,255,153,90.82779306,-57.31700104,37.92259762,0,6326
Experiment_2,52,0,hue vs saturation,tanned,11,242,0.68,1,87,81,255,45.81323187,53.59322977,-85.34706414,1,6738
Experiment_2,53,0,hue vs saturation,fair,1,79,0.4,1,222,255,153,95.72628793,-26.55911947,45.20887461,1,28741
Experiment_2,53,0,hue vs saturation,fair,2,56,0.76,1,255,242,61,93.92669955,-14.19005593,81.94105368,1,13415
Experiment_2,53,0,hue vs saturation,fair,3,342,0.51,1,255,124,163,68.25554442,53.63368648,3.056625634,1,26067
Experiment_2,53,0,hue vs saturation,fair,5,47,0.47,1,255,229,135,91.25595674,-3.09767346,48.84163096,0,14472
Experiment_2,53,0,hue vs saturation,tanned,7,105,0.51,1,157,255,124,91.74913493,-52.1103092,53.17936769,1,36003
Experiment_2,53,0,hue vs saturation,tanned,8,335,0.67,1,255,84,155,61.6259159,69.91007846,-2.037344198,0,10064
Experiment_2,53,0,hue vs saturation,tanned,10,198,0.92,1,20,184,255,70.6287315,-13.38997063,-45.54846659,0,23005
Experiment_2,53,0,hue vs saturation,tanned,11,225,0.47,1,135,165,255,68.95444447,13.12804044,-47.93467177,0,14200
Experiment_2,54,1,hue vs saturation,fair,1,170,0.61,1,99,255,229,91.60843647,-47.05072827,0.202994891,1,16918
Experiment_2,54,1,hue vs saturation,fair,2,3,0.94,1,255,27,15,54.11004245,77.78576947,63.92353361,0,21900
Experiment_2,54,1,hue vs saturation,fair,3,230,0.83,1,43,78,255,43.036756,51.45577545,-89.99435977,0,13577
Experiment_2,54,1,hue vs saturation,fair,5,156,0.73,1,68,255,180,89.87987342,-62.7313693,22.87231632,1,11060
Experiment_2,54,1,hue vs saturation,tanned,7,20,0.79,1,255,120,53,65.70970566,47.62485073,58.70287894,1,7203
Experiment_2,54,1,hue vs saturation,tanned,8,62,0.69,1,249,255,79,96.91189602,-22.12249639,78.79294923,1,11547
Experiment_2,54,1,hue vs saturation,tanned,10,357,0.78,1,255,56,66,56.56688478,72.93626526,42.8415421,1,18600
Experiment_2,54,1,hue vs saturation,tanned,11,35,0.34,1,255,218,168,89.03105614,5.965448724,29.3970475,1,18359
Experiment_2,55,1,hue vs saturation,fair,1,274,0.74,1,173,66,255,51.83796449,73.43835273,-75.153,1,8043
Experiment_2,55,1,hue vs saturation,fair,2,14,0.65,1,255,127,89,67.39690625,45.85283059,42.95037258,0,12513
Experiment_2,55,1,hue vs saturation,fair,3,105,0.7,1,121,255,76,89.90888173,-66.95128128,70.52959696,0,11196
Experiment_2,55,1,hue vs saturation,fair,5,228,0.69,1,79,114,255,52.85841808,33.0600758,-73.85747218,1,12718
Experiment_2,55,1,hue vs saturation,tanned,7,290,0.9,1,216,25,255,54.56837321,90.41718284,-70.43561491,1,5609
Experiment_2,55,1,hue vs saturation,tanned,8,290,0.71,1,224,73,255,59.7370016,80.30674291,-62.04811223,1,3042
Experiment_2,55,1,hue vs saturation,tanned,10,275,0.73,1,177,68,255,52.62108591,73.36332124,-73.85695975,1,14755
Experiment_2,55,1,hue vs saturation,tanned,11,39,0.68,1,255,194,81,82.07549808,10.93216183,63.15807901,0,44554
Experiment_2,56,0,hue vs saturation,fair,1,213,0.35,1,165,205,255,81.22667812,-1.420526537,-28.73272661,0,19579
Experiment_2,56,0,hue vs saturation,fair,2,124,0.29,1,181,255,185,93.81694741,-36.08047547,26.35595589,0,7583
Experiment_2,56,0,hue vs saturation,fair,3,190,0.16,1,214,248,255,95.43435716,-9.519254069,-7.044220978,0,31716
Experiment_2,56,0,hue vs saturation,fair,5,154,0.35,1,165,255,216,93.65737042,-35.16644936,10.1749433,1,11821
Experiment_2,56,0,hue vs saturation,tanned,7,53,0.15,1,255,250,216,97.86886533,-3.821730381,16.91798368,0,4591
Experiment_2,56,0,hue vs saturation,tanned,8,167,0.32,1,173,255,237,94.53366907,-28.63459652,0.664711432,0,24837
Experiment_2,56,0,hue vs saturation,tanned,10,231,0.63,1,94,118,255,54.61260206,32.8006334,-70.97742173,1,10077
Experiment_2,56,0,hue vs saturation,tanned,11,29,0.25,1,255,222,191,90.44305105,6.82852922,19.41046765,1,25562
Experiment_2,57,0,hue vs saturation,fair,1,47,0.13,1,255,247,221,97.22840712,-1.557703118,13.44922714,1,14576
Experiment_2,57,0,hue vs saturation,fair,2,43,0.32,1,255,231,173,92.32223573,-0.074500358,31.26259934,0,5337
Experiment_2,57,0,hue vs saturation,fair,3,162,0.17,1,211,255,241,96.70563284,-16.68165827,2.019827271,1,8633
Experiment_2,57,0,hue vs saturation,fair,5,53,0.87,1,255,229,33,90.50926944,-8.562863054,85.87859982,1,35563
Experiment_2,57,0,hue vs saturation,tanned,7,333,0.52,1,255,122,182,68.4287573,56.84770475,-7.397689504,1,8684
Experiment_2,57,0,hue vs saturation,tanned,8,346,0.81,1,255,48,96,56.30583335,76.31914876,25.18220056,1,9557
Experiment_2,57,0,hue vs saturation,tanned,10,18,0.27,1,255,206,186,86.47818535,14.44444601,16.48536106,1,8118
Experiment_2,57,0,hue vs saturation,tanned,11,4,0.43,1,255,152,145,73.39005678,37.76788909,20.34203715,1,8106
Experiment_2,58,0,hue vs saturation,fair,1,354,0.44,1,255,142,154,71.5136145,43.80506231,12.75699458,0,12661
Experiment_2,58,0,hue vs saturation,fair,2,201,0.67,1,84,195,255,74.91001761,-13.38395578,-38.77692642,1,7179
Experiment_2,58,0,hue vs saturation,fair,3,18,0.25,1,255,210,191,87.54074109,13.03689044,15.3438088,1,6591
Experiment_2,58,0,hue vs saturation,fair,5,356,0.59,1,255,104,114,63.65205228,58.21022142,24.45450688,1,7225
Experiment_2,58,0,hue vs saturation,tanned,7,43,0.69,1,255,205,79,84.73414397,5.14512763,66.75335229,1,12341
Experiment_2,58,0,hue vs saturation,tanned,8,358,0.42,1,255,147,151,72.46966523,40.95127013,15.76152853,1,15030
Experiment_2,58,0,hue vs saturation,tanned,10,43,0.65,1,255,208,89,85.55089792,4.145722098,63.43557898,1,6878
Experiment_2,58,0,hue vs saturation,tanned,11,84,0.68,1,185,255,81,92.76359596,-46.53939976,72.56487981,0,3262
Experiment_2,59,0,hue vs saturation,fair,1,244,0.55,1,124,114,255,55.6239684,40.48107659,-69.24639052,0,7638
Experiment_2,59,0,hue vs saturation,fair,2,177,0.42,1,147,255,249,93.69430822,-32.54956333,-6.900436197,0,9236
Experiment_2,59,0,hue vs saturation,fair,3,210,0.52,1,122,188,255,74.39654857,-2.67715749,-39.46589805,0,19099
Experiment_2,59,0,hue vs saturation,fair,5,206,0.23,1,196,229,255,89.39036429,-5.255979659,-16.17126149,1,20463
Experiment_2,59,0,hue vs saturation,tanned,7,357,0.92,1,255,20,32,53.8830434,78.8635001,57.59283864,1,24445
Experiment_2,59,0,hue vs saturation,tanned,8,308,0.73,1,255,68,230,62.59820585,84.31137574,-43.31124941,1,17714
Experiment_2,59,0,hue vs saturation,tanned,10,19,0.84,1,255,108,40,63.45704394,52.85995773,62.02752588,1,4502
Experiment_2,59,0,hue vs saturation,tanned,11,351,0.86,1,255,35,68,54.94791734,77.68266254,39.88769241,0,19968
Experiment_2,60,0,hue vs saturation,fair,1,178,0.1,1,229,255,254,98.1669098,-8.564919276,-2.394353788,1,6890
Experiment_2,60,0,hue vs saturation,fair,2,352,0.71,1,255,73,98,58.88808075,69.27763046,27.37690459,0,18876
Experiment_2,60,0,hue vs saturation,fair,3,121,0.16,1,214,255,214,96.27448722,-20.61545978,15.28776914,0,17428
Experiment_2,60,0,hue vs saturation,fair,5,201,0.24,1,193,233,255,90.24574708,-8.189796897,-14.90705092,0,3332
Experiment_2,60,0,hue vs saturation,tanned,7,112,0.37,1,173,255,160,92.98917138,-42.44441738,37.68990573,1,3980
Experiment_2,60,0,hue vs saturation,tanned,8,331,0.11,1,255,226,240,92.55012954,12.25042416,-3.159775519,1,6662
Experiment_2,60,0,hue vs saturation,tanned,10,21,0.3,1,255,205,178,86.0749047,13.92358186,20.13945854,1,5734
Experiment_2,60,0,hue vs saturation,tanned,11,22,0.21,1,255,221,201,90.40897028,8.735544812,14.14638476,0,10935
Experiment_2,61,0,hue vs saturation,fair,1,190,0.44,1,142,236,255,88.42943964,-23.12184307,-17.90017698,1,23210
Experiment_2,61,0,hue vs saturation,fair,2,336,0.27,1,255,186,213,82.47643699,28.7991307,-3.667935269,0,56206
Experiment_2,61,0,hue vs saturation,fair,3,219,0.53,1,119,167,255,68.59114651,8.435487652,-48.56728673,0,46401
Experiment_2,61,0,hue vs saturation,fair,5,224,0.52,1,122,157,255,66.11413253,14.83145461,-52.46946881,1,18830
Experiment_2,61,0,hue vs saturation,tanned,7,272,0.92,1,145,20,255,43.85780705,82.33843464,-88.3621724,0,38482
Experiment_2,61,0,hue vs saturation,tanned,8,148,0.48,1,132,255,189,91.72955698,-49.06057966,21.10576084,0,44517
Experiment_2,61,0,hue vs saturation,tanned,10,146,0.39,1,155,255,198,92.8239998,-41.41615038,18.17111967,1,25282
Experiment_2,61,0,hue vs saturation,tanned,11,331,0.86,1,255,35,141,56.47137015,82.02367559,-1.390254055,1,13167
Experiment_2,62,0,hue vs saturation,fair,1,42,0.73,1,255,199,68,83.1914055,7.724217429,69.51933352,1,4147
Experiment_2,62,0,hue vs saturation,fair,2,294,0.74,1,236,66,255,60.73685452,84.85694775,-60.3476401,0,20234
Experiment_2,62,0,hue vs saturation,fair,3,96,0.83,1,128,255,43,89.99085757,-66.87620162,80.29904841,0,9026
Experiment_2,62,0,hue vs saturation,fair,5,158,0.6,1,102,255,198,90.9721249,-53.64095456,15.29967744,0,9429
Experiment_2,62,0,hue vs saturation,tanned,7,182,0.63,1,94,249,255,90.48294517,-38.46432149,-14.97486698,0,16014
Experiment_2,62,0,hue vs saturation,tanned,8,106,0.67,1,124,255,84,90.06563355,-65.550146,67.80508266,0,8660
Experiment_2,62,0,hue vs saturation,tanned,10,260,0.61,1,151,99,255,54.7858546,54.20478095,-70.48666905,1,7671
Experiment_2,62,0,hue vs saturation,tanned,11,348,0.78,1,255,56,95,56.99208827,74.26608328,26.66799072,1,4253
Experiment_2,63,1,hue vs saturation,fair,1,135,0.05,1,242,255,245,98.82418467,-6.026289394,3.29240431,0,7913
Experiment_2,63,1,hue vs saturation,fair,2,259,0.34,1,195,168,255,74.07920917,27.26563015,-39.59536642,0,4029
Experiment_2,63,1,hue vs saturation,fair,3,186,0.75,1,63,235,255,85.85291933,-35.91058869,-22.01575786,1,9667
Experiment_2,63,1,hue vs saturation,fair,5,23,0.81,1,255,127,48,67.0152317,44.08128006,61.99534017,0,41321
Experiment_2,63,1,hue vs saturation,tanned,7,91,0.43,1,198,255,145,94.12823272,-36.08158903,46.72835204,1,11141
Experiment_2,63,1,hue vs saturation,tanned,8,5,0.92,1,255,39,20,54.82586725,75.83133176,62.82323915,1,8428
Experiment_2,63,1,hue vs saturation,tanned,10,321,0.29,1,255,181,229,81.8191015,33.96244373,-13.24439925,0,3805
Experiment_2,63,1,hue vs saturation,tanned,11,208,0.35,1,165,213,255,83.341167,-5.658869311,-25.50176858,1,4822
Experiment_2,64,0,hue vs saturation,fair,1,43,0.66,1,255,207,86,85.28000819,4.48889597,64.42380542,1,12814
Experiment_2,64,0,hue vs saturation,fair,2,9,0.62,1,255,120,96,66.16499327,49.65018186,37.71574078,0,25710
Experiment_2,64,0,hue vs saturation,fair,3,227,0.67,1,84,121,255,54.84455006,29.46714584,-70.62676948,1,5400
Experiment_2,64,0,hue vs saturation,fair,5,278,0.55,1,203,114,255,63.30247908,58.26621949,-56.50970837,0,19388
Experiment_2,64,0,hue vs saturation,tanned,7,156,0.84,1,40,255,169,89.31597262,-67.75579501,27.6165988,1,11368
Experiment_2,64,0,hue vs saturation,tanned,8,18,0.61,1,255,146,99,71.36357517,36.96247683,42.47860022,1,16022
Experiment_2,64,0,hue vs saturation,tanned,10,348,0.74,1,255,66,104,58.18473958,71.90891802,22.94556996,0,28609
Experiment_2,64,0,hue vs saturation,tanned,11,261,0.85,1,114,38,255,41.50650001,75.37567335,-92.3667078,0,12086
Experiment_2,65,1,hue vs saturation,fair,1,20,0.34,1,255,197,168,83.97600358,16.86054386,22.51474952,1,8600
Experiment_2,65,1,hue vs saturation,fair,2,22,0.34,1,255,200,168,84.68723181,15.29406855,23.49131015,1,36952
Experiment_2,65,1,hue vs saturation,fair,3,19,0.32,1,255,199,173,84.54758167,16.42546873,20.66067158,1,5568
Experiment_2,65,1,hue vs saturation,fair,5,20,0.35,1,255,195,165,83.44597041,17.54900031,23.37280924,1,7177
Experiment_2,65,1,hue vs saturation,tanned,7,28,0.38,1,255,203,158,85.22060768,12.57187907,29.45462045,1,19570
Experiment_2,65,1,hue vs saturation,tanned,8,29,0.42,1,255,199,147,84.07677071,13.4678407,33.64976213,1,12299
Experiment_2,65,1,hue vs saturation,tanned,10,25,0.43,1,255,191,145,82.14483972,17.43637403,32.14158606,1,8209
Experiment_2,65,1,hue vs saturation,tanned,11,29,0.44,1,255,197,142,83.51887435,14.0012125,35.50495323,0,28972
